id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
7073,362,glalie,"[""얼음""]",80,80,80,80,80,80,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png"",""https://play.pokemonshowdown.com/sprites/ani/glalie.gif""]","[""정신력"",""아이스바디""]","[""변덕쟁이""]",얼음귀신,,"[""눈꼬마""]","[""메가 얼음귀신""]",
7074,363,spheal,"[""물"",""얼음""]",70,40,50,55,50,25,290,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png"",""https://play.pokemonshowdown.com/sprites/ani/spheal.gif""]","[""두꺼운지방"",""아이스바디""]","[""둔감""]",대굴레오,,[],"[""씨레오""]",
7075,364,sealeo,"[""물"",""얼음""]",90,60,70,75,70,45,410,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png"",""https://play.pokemonshowdown.com/sprites/ani/sealeo.gif""]","[""두꺼운지방"",""아이스바디""]","[""둔감""]",씨레오,,"[""대굴레오""]","[""씨카이저""]",
7076,365,walrein,"[""물"",""얼음""]",110,80,90,95,90,65,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png"",""https://play.pokemonshowdown.com/sprites/ani/walrein.gif""]","[""두꺼운지방"",""아이스바디""]","[""둔감""]",씨카이저,,"[""씨레오""]",[],
7077,366,clamperl,"[""물""]",35,64,85,74,55,32,345,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png"",""https://play.pokemonshowdown.com/sprites/ani/clamperl.gif""]","[""조가비갑옷""]","[""주눅""]",진주몽,,[],"[""헌테일"",""분홍장이""]",
7078,367,huntail,"[""물""]",55,104,105,94,75,52,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png"",""https://play.pokemonshowdown.com/sprites/ani/huntail.gif""]","[""쓱쓱""]","[""수의베일""]",헌테일,,"[""진주몽""]",[],
7079,368,gorebyss,"[""물""]",55,84,105,114,75,52,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png"",""https://play.pokemonshowdown.com/sprites/ani/gorebyss.gif""]","[""쓱쓱""]","[""촉촉바디""]",분홍장이,,"[""진주몽""]",[],
7080,369,relicanth,"[""물"",""바위""]",100,90,130,45,65,55,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png"",""https://play.pokemonshowdown.com/sprites/ani/relicanth.gif""]","[""쓱쓱"",""돌머리""]","[""옹골참""]",시라칸,,[],[],
7081,370,luvdisc,"[""물""]",43,30,55,40,65,97,330,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png"",""https://play.pokemonshowdown.com/sprites/ani/luvdisc.gif""]","[""쓱쓱""]","[""촉촉바디""]",사랑동이,,[],[],
7082,371,bagon,"[""드래곤""]",45,75,60,40,30,50,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png"",""https://play.pokemonshowdown.com/sprites/ani/bagon.gif""]","[""돌머리""]","[""우격다짐""]",아공이,,[],"[""쉘곤""]",
7083,372,shelgon,"[""드래곤""]",65,95,100,60,50,50,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png"",""https://play.pokemonshowdown.com/sprites/ani/shelgon.gif""]","[""돌머리""]","[""방진""]",쉘곤,,"[""아공이""]","[""보만다""]",
7084,373,salamence,"[""드래곤"",""비행""]",95,135,80,110,80,100,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png"",""https://play.pokemonshowdown.com/sprites/ani/salamence.gif""]","[""위협""]","[""자기과신""]",보만다,,"[""쉘곤""]","[""메가 보만다""]",
7085,374,beldum,"[""강철"",""에스퍼""]",40,55,80,35,60,30,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png"",""https://play.pokemonshowdown.com/sprites/ani/beldum.gif""]","[""클리어바디""]","[""라이트메탈""]",메탕,,[],"[""메탕구""]",
7086,375,metang,"[""강철"",""에스퍼""]",60,75,100,55,80,50,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png"",""https://play.pokemonshowdown.com/sprites/ani/metang.gif""]","[""클리어바디""]","[""라이트메탈""]",메탕구,,"[""메탕""]","[""메타그로스""]",
7087,376,metagross,"[""강철"",""에스퍼""]",80,135,130,95,90,70,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png"",""https://play.pokemonshowdown.com/sprites/ani/metagross.gif""]","[""클리어바디""]","[""라이트메탈""]",메타그로스,,"[""메탕구""]","[""메가 메타그로스""]",
7088,377,regirock,"[""바위""]",80,100,200,50,100,50,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png"",""https://play.pokemonshowdown.com/sprites/ani/regirock.gif""]","[""클리어바디""]","[""옹골참""]",레지락,,[],[],
7089,378,regice,"[""얼음""]",80,50,100,100,200,50,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png"",""https://play.pokemonshowdown.com/sprites/ani/regice.gif""]","[""클리어바디""]","[""아이스바디""]",레지아이스,,[],[],
7090,379,registeel,"[""강철""]",80,75,150,75,150,50,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png"",""https://play.pokemonshowdown.com/sprites/ani/registeel.gif""]","[""클리어바디""]","[""라이트메탈""]",레지스틸,,[],[],
7091,380,latias,"[""드래곤"",""에스퍼""]",80,80,90,110,130,110,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png"",""https://play.pokemonshowdown.com/sprites/ani/latias.gif""]","[""부유""]",[],라티아스,,[],"[""메가 라티아스""]",
7092,381,latios,"[""드래곤"",""에스퍼""]",80,90,80,130,110,110,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png"",""https://play.pokemonshowdown.com/sprites/ani/latios.gif""]","[""부유""]",[],라티오스,,[],"[""메가 라티오스""]",
7093,382,kyogre,"[""물""]",100,100,90,150,140,90,670,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png"",""https://play.pokemonshowdown.com/sprites/ani/kyogre.gif""]","[""잔비""]",[],가이오가,,[],[],
7094,383,groudon,"[""땅""]",100,150,140,100,90,90,670,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png"",""https://play.pokemonshowdown.com/sprites/ani/groudon.gif""]","[""가뭄""]",[],그란돈,,[],[],
7095,384,rayquaza,"[""드래곤"",""비행""]",105,150,90,150,90,95,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png"",""https://play.pokemonshowdown.com/sprites/ani/rayquaza.gif""]","[""에어록""]",[],레쿠쟈,,[],"[""메가 레쿠쟈""]",
7096,385,jirachi,"[""강철"",""에스퍼""]",100,100,100,100,100,100,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png"",""https://play.pokemonshowdown.com/sprites/ani/jirachi.gif""]","[""하늘의은총""]",[],지라치,,[],[],
7097,386,deoxys-normal,"[""에스퍼""]",50,150,50,150,50,150,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png"",""https://play.pokemonshowdown.com/sprites/ani/deoxys-normal.gif""]","[""프레셔""]",[],테오키스 노말폼,,[],[],
7098,387,turtwig,"[""풀""]",55,68,64,45,55,31,318,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png"",""https://play.pokemonshowdown.com/sprites/ani/turtwig.gif""]","[""심록""]","[""조가비갑옷""]",모부기,,[],"[""수풀부기""]",
7099,388,grotle,"[""풀""]",75,89,85,55,65,36,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png"",""https://play.pokemonshowdown.com/sprites/ani/grotle.gif""]","[""심록""]","[""조가비갑옷""]",수풀부기,,"[""모부기""]","[""토대부기""]",
7100,389,torterra,"[""땅"",""풀""]",95,109,105,75,85,56,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png"",""https://play.pokemonshowdown.com/sprites/ani/torterra.gif""]","[""심록""]","[""조가비갑옷""]",토대부기,,"[""수풀부기""]",[],
7101,390,chimchar,"[""불꽃""]",44,58,44,58,44,61,309,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png"",""https://play.pokemonshowdown.com/sprites/ani/chimchar.gif""]","[""맹화""]","[""철주먹""]",불꽃숭이,,[],"[""파이숭이""]",
7102,391,monferno,"[""격투"",""불꽃""]",64,78,52,78,52,81,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png"",""https://play.pokemonshowdown.com/sprites/ani/monferno.gif""]","[""맹화""]","[""철주먹""]",파이숭이,,"[""불꽃숭이""]","[""초염몽""]",
7103,392,infernape,"[""격투"",""불꽃""]",76,104,71,104,71,108,534,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png"",""https://play.pokemonshowdown.com/sprites/ani/infernape.gif""]","[""맹화""]","[""철주먹""]",초염몽,,"[""파이숭이""]",[],
7104,393,piplup,"[""물""]",53,51,53,61,56,40,314,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png"",""https://play.pokemonshowdown.com/sprites/ani/piplup.gif""]","[""급류""]","[""승기""]",팽도리,,[],"[""팽태자""]",
7105,394,prinplup,"[""물""]",64,66,68,81,76,50,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png"",""https://play.pokemonshowdown.com/sprites/ani/prinplup.gif""]","[""급류""]","[""승기""]",팽태자,,"[""팽도리""]","[""엠페르트""]",
7106,395,empoleon,"[""강철"",""물""]",84,86,88,111,101,60,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png"",""https://play.pokemonshowdown.com/sprites/ani/empoleon.gif""]","[""급류""]","[""승기""]",엠페르트,,"[""팽태자""]",[],
7107,396,starly,"[""노말"",""비행""]",40,55,30,30,30,60,245,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png"",""https://play.pokemonshowdown.com/sprites/ani/starly.gif""]","[""날카로운눈""]","[""이판사판""]",찌르꼬,,[],"[""찌르버드""]",
7108,397,staravia,"[""노말"",""비행""]",55,75,50,40,40,80,340,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png"",""https://play.pokemonshowdown.com/sprites/ani/staravia.gif""]","[""위협""]","[""이판사판""]",찌르버드,,"[""찌르꼬""]","[""찌르호크""]",
7109,398,staraptor,"[""노말"",""비행""]",85,120,70,50,60,100,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png"",""https://play.pokemonshowdown.com/sprites/ani/staraptor.gif""]","[""위협""]","[""이판사판""]",찌르호크,,"[""찌르버드""]","[""메가 찌르호크""]",
7110,399,bidoof,"[""노말""]",59,45,40,35,40,31,250,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png"",""https://play.pokemonshowdown.com/sprites/ani/bidoof.gif""]","[""단순"",""천진""]","[""변덕쟁이""]",비버니,,[],"[""비버통""]",
7111,400,bibarel,"[""노말"",""물""]",79,85,60,55,60,71,410,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png"",""https://play.pokemonshowdown.com/sprites/ani/bibarel.gif""]","[""단순"",""천진""]","[""변덕쟁이""]",비버통,,"[""비버니""]",[],
7112,401,kricketot,"[""벌레""]",37,25,41,25,41,25,194,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png"",""https://play.pokemonshowdown.com/sprites/ani/kricketot.gif""]","[""탈피""]","[""도주""]",귀뚤뚜기,,[],"[""귀뚤톡크""]",
7113,402,kricketune,"[""벌레""]",77,85,51,55,51,65,384,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png"",""https://play.pokemonshowdown.com/sprites/ani/kricketune.gif""]","[""벌레의알림""]","[""테크니션""]",귀뚤톡크,,"[""귀뚤뚜기""]",[],
7114,403,shinx,"[""전기""]",45,65,34,40,34,45,263,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png"",""https://play.pokemonshowdown.com/sprites/ani/shinx.gif""]","[""투쟁심"",""위협""]","[""근성""]",꼬링크,,[],"[""럭시오""]",
7115,404,luxio,"[""전기""]",60,85,49,60,49,60,363,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png"",""https://play.pokemonshowdown.com/sprites/ani/luxio.gif""]","[""투쟁심"",""위협""]","[""근성""]",럭시오,,"[""꼬링크""]","[""렌트라""]",
7116,405,luxray,"[""전기""]",80,120,79,95,79,70,523,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png"",""https://play.pokemonshowdown.com/sprites/ani/luxray.gif""]","[""투쟁심"",""위협""]","[""근성""]",렌트라,,"[""럭시오""]",[],
7117,406,budew,"[""독"",""풀""]",40,30,35,50,70,55,280,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png"",""https://play.pokemonshowdown.com/sprites/ani/budew.gif""]","[""자연회복"",""독가시""]","[""리프가드""]",꼬몽울,,[],"[""로젤리아""]",
7118,407,roserade,"[""독"",""풀""]",60,70,65,125,105,90,515,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png"",""https://play.pokemonshowdown.com/sprites/ani/roserade.gif""]","[""자연회복"",""독가시""]","[""테크니션""]",로즈레이드,,"[""로젤리아""]",[],
7119,408,cranidos,"[""바위""]",67,125,40,30,30,58,350,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png"",""https://play.pokemonshowdown.com/sprites/ani/cranidos.gif""]","[""틀깨기""]","[""우격다짐""]",두개도스,,[],"[""램펄드""]",
7120,409,rampardos,"[""바위""]",97,165,60,65,50,58,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png"",""https://play.pokemonshowdown.com/sprites/ani/rampardos.gif""]","[""틀깨기""]","[""우격다짐""]",램펄드,,"[""두개도스""]",[],
7121,410,shieldon,"[""강철"",""바위""]",30,42,118,42,88,30,350,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png"",""https://play.pokemonshowdown.com/sprites/ani/shieldon.gif""]","[""옹골참""]","[""방음""]",방패톱스,,[],"[""바리톱스""]",
7122,411,bastiodon,"[""강철"",""바위""]",60,52,168,47,138,30,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png"",""https://play.pokemonshowdown.com/sprites/ani/bastiodon.gif""]","[""옹골참""]","[""방음""]",바리톱스,,"[""방패톱스""]",[],
7123,412,burmy,"[""벌레""]",40,29,45,29,45,36,224,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png"",""https://play.pokemonshowdown.com/sprites/ani/burmy.gif""]","[""탈피""]","[""방진""]",도롱충이,,[],"[""도롱마담"",""나메일""]",
7124,413,wormadam-plant,"[""벌레"",""풀""]",60,59,85,79,105,36,424,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png"",""https://play.pokemonshowdown.com/sprites/ani/wormadam-plant.gif""]","[""위험예지""]","[""방진""]",도롱마담,,"[""도롱충이""]",[],
7125,414,mothim,"[""벌레"",""비행""]",70,94,50,94,50,66,424,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png"",""https://play.pokemonshowdown.com/sprites/ani/mothim.gif""]","[""벌레의알림""]","[""색안경""]",나메일,,"[""도롱충이""]",[],
7126,415,combee,"[""벌레"",""비행""]",30,30,42,30,42,70,244,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png"",""https://play.pokemonshowdown.com/sprites/ani/combee.gif""]","[""꿀모으기""]","[""의욕""]",세꿀버리,,[],"[""비퀸""]",
7127,416,vespiquen,"[""벌레"",""비행""]",70,80,102,80,102,40,474,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png"",""https://play.pokemonshowdown.com/sprites/ani/vespiquen.gif""]","[""프레셔""]","[""긴장감""]",비퀸,,"[""세꿀버리""]",[],
7128,417,pachirisu,"[""전기""]",60,45,70,45,90,95,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png"",""https://play.pokemonshowdown.com/sprites/ani/pachirisu.gif""]","[""도주"",""픽업""]","[""축전""]",파치리스,,[],[],
7129,418,buizel,"[""물""]",55,65,35,60,30,85,330,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png"",""https://play.pokemonshowdown.com/sprites/ani/buizel.gif""]","[""쓱쓱""]","[""수의베일""]",브이젤,,[],"[""플로젤""]",
7130,419,floatzel,"[""물""]",85,105,55,85,50,115,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png"",""https://play.pokemonshowdown.com/sprites/ani/floatzel.gif""]","[""쓱쓱""]","[""수의베일""]",플로젤,,"[""브이젤""]",[],
